Date,Close,High,Low,Open,Volume,MA_50,MA_100,MA_200,DailyReturn
2012-01-03,12.345171928405762,12.383297946425055,12.278227543493562,12.290235864385238,302220800,,,,
2012-01-04,12.411516189575195,12.44874198521609,12.286632855854885,12.308247032345378,260022000,,,,0.005374105889669911
2012-01-05,12.549306869506836,12.564916882922468,12.388398597905493,12.456845216068782,271269600,,,,0.011101841050441097
2012-01-06,12.680498123168945,12.691005004338242,12.585034366039993,12.601545408341359,318292800,,,,0.010454063720514162
2012-01-09,12.660385131835938,12.841106381610393,12.648977225191537,12.773561570011967,394024400,,,,-0.0015861357446407265
2012-01-10,12.70571231842041,12.78856812262401,12.653476928390274,12.785865849830179,258196400,,,,0.003580237576698453
2012-01-11,12.684996604919434,12.69400284360839,12.587731631948847,12.688898907539624,215084800,,,,-0.0016304251963066285
2012-01-12,12.650175094604492,12.69550530005995,12.570921786042577,12.676893205728323,212587200,,,,-0.00274509417696156
2012-01-13,12.60274600982666,12.62195932631961,12.568223284188916,12.599444923489962,226021600,,,,-0.0037492828694569713
2012-01-17,12.749543190002441,12.788269624899316,12.697307794623635,12.734532788564975,242897200,,,,0.011648031314867469
2012-01-18,12.881936073303223,12.892742764026867,12.797579595428395,12.817392529774926,276791200,,,,0.010384127597967474
2012-01-19,12.841102600097656,12.949774682792013,12.803877612054444,12.913150912334615,261738400,,,,-0.0031698242386244413
2012-01-20,12.617454528808594,12.833599507759555,12.600943487428601,12.833299700531505,413974400,,,,-0.017416578486598278
2012-01-23,12.830899238586426,12.862120877656666,12.677496523153627,12.688603820857162,306062400,,,,0.016916622072264076
2012-01-24,12.620752334594727,12.761547045123148,12.5949352547808,12.761547045123148,547638000,,,,-0.01637818987462103
2012-01-25,13.40878677368164,13.642642850491947,13.32082781230636,13.642343043230639,958314000,,,,0.062439577149995484
2012-01-26,13.347846984863281,13.47272953934996,13.303117182904183,13.459821794208553,323985200,,,,-0.004544765298078235
2012-01-27,13.427398681640625,13.463422846132602,13.322028461435178,13.339139117904642,299709200,,,,0.005959889776048222
2012-01-30,13.59941291809082,13.626131032699178,13.370660004173336,13.380265859779456,379341200,,,,0.01281068958542142
2012-01-31,13.703579902648926,13.756414904915324,13.60121098352552,13.676861792718126,391683600,,,,0.007659667750770094
2012-02-01,13.69487476348877,13.77893139930323,13.675663054950277,13.761520137121135,270046000,,,,-0.0006352456235522164
2012-02-02,13.66275691986084,13.72429756957174,13.628534001827003,13.686172347476516,186796400,,,,-0.0023452455157573215
2012-02-03,13.799650192260742,13.80925685152425,13.675967660738186,13.72820306885973,286599600,,,,0.01001944726110926
2012-02-06,13.928435325622559,13.9587559419463,13.755220467986295,13.760623411990684,249412800,,,,0.009332492604344544
2012-02-07,14.07433032989502,14.101949466911,13.946743929260451,13.966858266812114,316223600,,,,0.010474615479893368
2012-02-08,14.309988021850586,14.31328910744769,14.100446843914574,14.124463484149937,407890000,,,,0.016743794300110304
2012-02-09,14.805013656616211,14.912485675141903,14.42645992868365,14.43246408641523,884214800,,,,0.03459301531278336
2012-02-10,14.81252384185791,14.93860799359851,14.666325353587201,14.738675079762423,631302000,,,,0.0005072731046311674
2012-02-13,15.088102340698242,15.125026705031422,14.922690615573535,14.995939730143215,517216000,,,,0.018604425672658742
2012-02-14,15.29404354095459,15.297044818758552,15.07009402704093,15.149946934937253,460398400,,,,0.013649244656887438
2012-02-15,14.940110206604004,15.799283845048324,14.916693181354482,15.43814284548607,1506120000,,,,-0.02314190707008379
2012-02-16,15.076401710510254,15.156855855753468,14.60868804151225,14.754886539989464,944552000,,,,0.009122523329580634
2012-02-17,15.073699951171875,15.243313870091766,15.019062894789935,15.10341934182747,535805200,,,,-0.00017920452043240775
2012-02-21,15.455855369567871,15.455855369567871,15.133739007605683,15.216594810239663,605595200,,,,0.025352462874669746
2012-02-22,15.401514053344727,15.475062987966929,15.2823335159494,15.402714884996652,483302400,,,,-0.003515904809134107
2012-02-23,15.50208854675293,15.545318507550503,15.29525040321278,15.462762493185073,568027600,,,,0.006530169245689388
2012-02-24,15.682806015014648,15.69751580565434,15.56963121054093,15.6005514309526,415072000,,,,0.011657620695217252
2012-02-27,15.78337574005127,15.865630330634026,15.498784957091424,15.64978517850155,547582000,,,,0.006412737933526369
2012-02-28,16.07307243347168,16.07307243347168,15.786079936861002,15.849422636021322,600387200,,,,0.018354545833011437
2012-02-29,16.284107208251953,16.439312721253017,16.081772652307926,16.257690510722657,952011200,,,,0.01312970968393068
2012-03-01,16.345056533813477,16.45733356758117,16.173941915801088,16.456131131869473,683270000,,,,0.003742871794078839
2012-03-02,16.366369247436523,16.41500055004048,16.28651470221851,16.338150490401866,431712400,,,,0.001303924130146461
2012-03-05,16.005521774291992,16.435408342742566,15.790576085196573,16.37356790893767,809124400,,,,-0.02204810778059718
2012-03-06,15.918463706970215,16.02143223906309,15.496981319932576,15.720331248689144,810238800,,,,-0.005439252062473199
2012-03-07,15.931373596191406,16.144215852055165,15.709524298940432,16.114796270450427,798520800,,,,0.0008110009520290173
2012-03-08,16.270599365234375,16.300618557422354,15.974300126468913,16.05145156667773,516457200,,,,0.021292939180339365
2012-03-09,16.36606788635254,16.443219349172615,16.304225831255934,16.33724791428875,418919200,,,,0.005867547898828596
2012-03-12,16.571102142333984,16.571102142333984,16.42099975546674,16.480440133928493,407282400,,,,0.012528009623644643
2012-03-13,17.054431915283203,17.056833580103632,16.683682524055556,16.737420175224504,690855200,,,,0.02916702635695323
2012-03-14,17.699262619018555,17.853565559297895,17.273576392466577,17.35313113042012,1418844000,14.4118044090271,,,0.03781015438910584
2012-03-15,17.578580856323242,18.01237148544299,17.36814021549969,18.00036316296782,1159718000,14.516472587585449,,,-0.006818462740116327
2012-03-16,17.57887840270996,17.68785110947406,17.351626139648648,17.553361121543897,825487600,14.619819831848144,,,1.6926644371917376e-05
2012-03-19,18.045093536376953,18.06520627383436,17.683351243411458,17.963138740574028,901236000,14.729735565185546,,,0.02652132422709741
2012-03-20,18.190996170043945,18.219213328718766,17.756304427667736,17.997365538123905,816662000,14.839945526123048,,,0.008085446239049388
2012-03-21,18.087125778198242,18.30177018678867,18.05440509539096,18.094330773471697,644042000,14.948480339050294,,,-0.005709989209758182
2012-03-22,17.992250442504883,18.147154524436164,17.877873227784594,17.94541800646958,623870800,15.054211101531983,,,-0.005245462261766254
2012-03-23,17.89348793029785,18.066103114800033,17.84395401299453,18.026777070731764,430488800,15.15838092803955,,,-0.005489169491200263
2012-03-26,18.22161102294922,18.226715762360723,17.869776799144667,18.00576583859915,595742000,15.269809646606445,,,0.018337570289791216
2012-03-27,18.446760177612305,18.500796016262232,18.193990644103334,18.1975931402298,607129600,15.386689929962158,,,0.012356160735706778
2012-03-28,18.5410213470459,18.655998198603566,18.321573720877613,18.563835550457537,655460400,15.502519493103028,,,0.005109903773129476
2012-03-29,18.308067321777344,18.509202689950865,18.229115417064854,18.39572646163032,608238400,15.61104211807251,,,-0.012564249881826028
2012-03-30,17.998558044433594,18.329078617722796,17.950224959828418,18.275342591029865,731038000,15.714191226959228,,,-0.01690562263639872
2012-04-02,18.571338653564453,18.575540762947455,18.023470806636734,18.067000555533316,598351600,15.833268909454345,,,0.03182369430466703
2012-04-03,18.892257690429688,18.97901740488364,18.687821245287285,18.831616473770605,834559600,15.95449607849121,,,0.017280339497962816
2012-04-04,18.741859436035156,18.788390481190664,18.52241176116521,18.74306026823105,572980800,16.07691822052002,,,-0.007960840724225315
2012-04-05,19.023143768310547,19.052563347136633,18.714536394541927,18.822008440701477,641298000,16.189205360412597,,,0.015008347129877864
2012-04-09,19.09969711303711,19.20807020160078,18.771578172088653,18.796494234716146,597536800,16.304242362976073,,,0.004024221530307015
2012-04-10,18.865829467773438,19.33294162537275,18.79258036099475,19.210759845069457,889725200,16.41301097869873,,,-0.01224457350708652
2012-04-11,18.798595428466797,19.11890975140626,18.712736741456986,19.098797017693155,696614800,16.51699462890625,,,-0.0035637998011955885
2012-04-12,18.69562530517578,18.952598545591886,18.627479291038995,18.762570487302487,614336800,16.61683553695679,,,-0.005477543451735123
2012-04-13,18.1690731048584,18.75356568028033,18.11743892993345,18.735853006723513,859644800,16.70631950378418,,,-0.028164460493953603
2012-04-16,17.41556739807129,18.320672405869924,17.35912990153066,18.314068631986316,1050786800,16.78137571334839,,,-0.04147188480328268
2012-04-17,18.303266525268555,18.312271965620173,17.16880709884079,17.37984896019824,1025528000,16.871448040008545,,,0.05097158805722146
2012-04-18,18.26243019104004,18.61997019329305,18.093415944873893,18.42393803708714,954531200,16.958127937316895,,,-0.002231095426171059
2012-04-19,17.635019302368164,18.154067445294498,17.547360146905767,18.0186764079017,834719200,17.029341716766357,,,-0.03435527923220738
2012-04-20,17.200925827026367,17.850561564194773,17.124074175838885,17.7532957672981,1030985200,17.087160472869872,,,-0.0246154238846511
2012-04-23,17.162504196166992,17.31170562403588,16.70980158520198,17.129783515960504,966529200,17.134310283660888,,,-0.002233695514168521
2012-04-24,16.819665908813477,17.042114784786722,16.6611593208599,16.889612355713712,1076149200,17.174453125,,,-0.019976006032387916
2012-04-25,18.312271118164062,18.552432749982238,18.192191103878613,18.481585252969314,905777600,17.238936500549315,,,0.08874166808322048
2012-04-26,18.24323081970215,18.45307189830667,18.076018494881605,18.44046235494246,536068400,17.297920246124267,,,-0.003770165809386272
2012-04-27,18.102130889892578,18.19759625194457,18.027081279295285,18.16427435951215,406722400,17.361160659790038,,,-0.007734371789956507
2012-04-30,17.531147003173828,17.964038166565846,17.50172741772207,17.946025684682986,506144800,17.41025556564331,,,-0.03154235764793645
2012-05-01,17.475610733032227,17.914804266342305,17.44859281150437,17.55876635467271,610999200,17.458293781280517,,,-0.0031678628974788348
2012-05-02,17.591190338134766,17.633819085041562,17.377446989048035,17.41887490360186,427389200,17.501000480651854,,,0.006613766286523548
2012-05-03,17.466306686401367,17.753900418739203,17.42067666100268,17.726882492875085,390549600,17.54229633331299,,,-0.007099215535327996
2012-05-04,16.968875885009766,17.362439518352904,16.966474220008898,17.324014481586683,529992400,17.571632080078125,,,-0.028479449623937003
2012-05-07,17.095853805541992,17.194620232407583,16.848187418792065,16.856293435515532,460118400,17.599893035888673,,,0.0074829895269843405
2012-05-08,17.05682945251465,17.15649531194912,16.773139678053926,17.09885697345433,497252000,17.62536211013794,,,-0.002282679383623032
2012-05-09,17.086851119995117,17.230949391913953,16.836784608768465,16.922341905589175,480704000,17.645637683868408,,,0.0017600965973216809
2012-05-10,17.127073287963867,17.287981562587856,17.06463323312841,17.248955325880498,333200000,17.662497005462647,,,0.0023539836384296464
2012-05-11,17.0127010345459,17.245657669156728,16.94185353873747,16.96136666097065,399546000,17.675849895477295,,,-0.006677863257486316
2012-05-14,16.757829666137695,17.0367161287358,16.739217568798207,16.8884173612446,352626400,17.68367910385132,,,-0.014981240656064099
2012-05-15,16.606229782104492,16.907932084909383,16.563601036904213,16.854797259476772,476336000,17.69569326400757,,,-0.009046510619423409
2012-05-16,16.39338493347168,16.717902999924416,16.242083292928445,16.632645522698034,560896000,17.705191688537596,,,-0.012817168702686677
2012-05-17,15.914266586303711,16.43601619798872,15.914266586303711,16.370271831786255,717220000,17.704849548339844,,,-0.029226322026375096
2012-05-18,15.922067642211914,16.313229459257908,15.675903487826702,16.029539704560463,732292400,17.697878913879393,,,0.0004901926121381184
2012-05-21,16.849689483642578,16.857495693841557,16.032241877532083,16.045752440963337,631106000,17.707551345825195,,,0.058260136954285446
2012-05-22,16.720304489135742,17.22794383710969,16.58851597109964,17.097955765610184,694870400,17.71053539276123,,,-0.007678776195397585
2012-05-23,17.128280639648438,17.19552564482734,16.608031672108236,16.73621611049054,584897600,17.712012367248533,,,0.02440004311989563
2012-05-24,16.970972061157227,17.30659741805339,16.84818898315275,17.287683911691502,496230000,17.697446556091307,16.054625482559203,,-0.009184142985553034
2012-05-25,16.880008697509766,16.986881141305776,16.765331647407137,16.949055735267983,328507200,17.68347511291504,16.099973850250244,,-0.005359938329970837
2012-05-29,17.179622650146484,17.231558273941232,16.97068413177336,17.138496126049958,380508800,17.67548999786377,16.147654914855956,,0.017749632598288878
2012-05-30,17.386751174926758,17.411367432764894,17.00819725073974,17.08745057063766,529429600,17.662323150634766,16.196029357910156,,0.012056639950616566
2012-05-31,17.34351921081543,17.456694011872496,17.15529321644642,17.43387820541214,491674400,17.645373611450196,16.24265956878662,,-0.0024864889177037552
2012-06-01,16.840980529785156,17.191015799931026,16.82687195796335,17.086245224932917,520987600,17.620450706481932,16.284465522766112,,-0.02897558880189033
2012-06-04,16.9400577545166,17.03642256913796,16.466041498386577,16.85630248415034,556995600,17.59940685272217,16.326808977127076,,0.005883103098196507
2012-06-05,16.896221160888672,17.005495281812298,16.76113155396029,16.84939031091979,388214400,17.579461517333986,16.36892122268677,,-0.002587747589953837
2012-06-06,17.155298233032227,17.227045155488778,16.97637743127967,17.04452346017323,401455600,17.558135261535643,16.413972454071043,,0.01533343282362254
2012-06-07,17.16309928894043,17.331210962220737,17.12647471390571,17.33031154063982,379766800,17.53246204376221,16.459575986862184,,0.00045473158217568255
2012-06-08,17.421268463134766,17.429074671421017,17.081441081584124,17.159493544966296,347516400,17.510066986083984,16.506293239593507,,0.015042106897365182
2012-06-11,17.14659309387207,17.66684046309721,17.130381056134766,17.64342503477904,591264800,17.48683750152588,16.548939809799194,,-0.015766668761458824
2012-06-12,17.2963924407959,17.310201210617173,17.012402816562577,17.245359472935572,435380400,17.472794189453126,16.593492708206178,,0.008736391311307434
2012-06-13,17.176307678222656,17.36603431946395,17.122871457259386,17.24715516110195,293580000,17.444893569946288,16.639081239700317,,-0.006942763526225582
2012-06-14,17.157398223876953,17.216538811461113,17.029213789938645,17.148692590863995,345573200,17.410196380615233,16.68234622955322,,-0.0011009033314929306
2012-06-15,17.235458374023438,17.250168174829856,17.097965424992637,17.141495212643324,335255200,17.380068359375,16.728493289947508,,0.004549649610501749
2012-06-18,17.585186004638672,17.648528708203795,17.122576968717787,17.140289646563023,440412000,17.35130920410156,16.77025728225708,,0.02029117085405341
2012-06-19,17.634119033813477,17.711870116540336,17.504732164189058,17.513737604466126,361404400,17.32199764251709,16.813120002746583,,0.002782627898385348
2012-06-20,17.583984375,17.689354592876253,17.435684005973123,17.658132956266204,358943200,17.296360740661623,16.854685859680174,,-0.0028430486783798115
2012-06-21,17.34172821044922,17.658440215444216,17.33482302170386,17.57498474877345,326351200,17.26722339630127,16.89210901260376,,-0.013777091663889851
2012-06-22,17.474706649780273,17.477408120810825,17.274172527227535,17.38284541201321,284471600,17.24280502319336,16.929820280075074,,0.0076681192161072165
2012-06-25,17.134586334228516,17.40566823957356,17.122578010085732,17.330617015304934,304382400,17.222115287780763,16.96421739578247,,-0.019463577979778823
2012-06-26,17.17241096496582,17.24625975018092,17.031315567639613,17.15139559705736,276536400,17.21725215911865,16.99931393623352,,0.0022075018328131524
2012-06-27,17.24656105041504,17.313806065099772,17.169109761417957,17.261570654579703,202997200,17.19611804962158,17.033783044815063,,0.0043179775746395865
2012-06-28,17.08294677734375,17.231546950193504,16.979678418959093,17.16160048152919,282836400,17.172528381347657,17.065328159332275,,-0.009486776673506836
2012-06-29,17.531749725341797,17.531749725341797,17.239052881804486,17.351628097550435,421500800,17.170462989807127,17.099902353286744,,0.026271986551715587
2012-07-02,17.787527084350586,17.816045657776833,17.51974781240478,17.553670934460435,400092000,17.182195014953614,17.134677743911745,,0.014589380011458264
2012-07-03,17.994352340698242,18.01206501060419,17.831945049894244,17.85836174631353,241712800,17.19883197784424,17.166571130752562,,0.011627544141850965
2012-07-05,18.310468673706055,18.442556995657963,18.00156143575385,18.028879163065337,484383200,17.22864803314209,17.201550579071046,,0.01756753046859294
2012-07-06,18.188594818115234,18.26544650240971,18.059509319816094,18.224919603993193,418930400,17.226174507141113,17.232555503845216,,-0.006655965926521179
2012-07-09,18.429046630859375,18.429346438043943,18.135450425077178,18.17117397420313,379405600,17.229890823364258,17.263905534744264,,0.013219922437584852
2012-07-10,18.258543014526367,18.608576906630198,18.171483450892648,18.55153815860256,511957600,17.233019065856933,17.297089862823487,,-0.009251895648660469
2012-07-11,18.145055770874023,18.24202014099985,17.928611031712865,18.195788914529142,469322000,17.245297241210938,17.327776403427123,,-0.006215569531591525
2012-07-12,17.979047775268555,18.116239238370383,17.792322387776526,18.019274849869625,428041600,17.255365982055665,17.35682988166809,,-0.009148938294912257
2012-07-13,18.161273956298828,18.22791775026061,18.012074136488465,18.100634324394083,311427200,17.266767654418945,17.3838840675354,,0.01013547454281416
2012-07-16,18.219511032104492,18.36090462025804,18.162772109245797,18.16577499148695,301260400,17.281831741333008,17.412064037323,,0.0032066624811561972
2012-07-17,18.220407485961914,18.35729912128132,18.10662986153916,18.335983953432876,293624800,17.30686237335205,17.43924722671509,,4.9202959170546734e-05
2012-07-18,18.199993133544922,18.26243479075776,18.118937779763904,18.20989959617152,252700000,17.32894515991211,17.46441909790039,,-0.0011204114086208472
2012-07-19,18.441959381103516,18.47287960799836,18.192191091788924,18.35069773661864,436861600,17.356647758483888,17.49100493431091,,0.013294853782808147
2012-07-20,18.141159057617188,18.445562823080497,18.123146573588997,18.40323388642609,397471200,17.377733917236327,17.511685800552367,,-0.01631064884540101
2012-07-23,18.127052307128906,18.189194186347343,17.64312803408214,17.843962058438585,487975600,17.39773349761963,17.530115251541137,,-0.0007776102091094916
2012-07-24,18.039690017700195,18.302665855223164,17.96734027881636,18.23361880568497,565132400,17.418273277282715,17.547061586380003,,-0.004819442673222318
2012-07-25,17.260662078857422,17.435678908603734,17.11146233175195,17.245352675507895,877312800,17.42832992553711,17.556004514694212,,-0.04318410893304747
2012-07-26,17.25796890258789,17.423678964512725,17.122278047500203,17.40446564605853,406632800,17.44136470794678,17.568528985977174,,-0.00015602971990458236
2012-07-27,17.566570281982422,17.586684620361698,17.159198014529267,17.261866753659838,403936400,17.464828414916994,17.585010051727295,,0.017881674323115382
2012-07-30,17.86287498474121,17.995263155743128,17.64642854179705,17.739492255537872,379142400,17.50380058288574,17.604325065612795,,0.01686753293343224
2012-07-31,18.3350887298584,18.363309091135406,18.093727845388056,18.109037255104802,462327600,17.552061004638674,17.624969959259033,,0.026435483958800576
2012-08-01,18.216508865356445,18.504402395703735,18.102131593396887,18.489692600912115,384501600,17.57939739227295,17.643474369049073,,-0.0064673733653030085
2012-08-02,18.24592399597168,18.332981911151883,18.019572775204345,18.097325444814377,332158400,17.60990978240967,17.660222587585448,,0.0016147512584683277
2012-08-03,18.483383178710938,18.55182899603596,18.359099477805948,18.421241328258443,344920800,17.63701183319092,17.674512100219726,,0.01301436873197992
2012-08-06,18.68901824951172,18.75866489062149,18.470171864650283,18.531111272780443,302103200,17.671372756958007,17.684409656524657,,0.011125402141618279
2012-08-07,18.639789581298828,18.762571050710662,18.553631084423646,18.695625866573707,290446800,17.70656837463379,17.695021743774415,,-0.0026340959998889524
2012-08-08,18.60826873779297,18.72894995743042,18.525412927198687,18.59415855998646,244706000,17.73514129638672,17.705315647125243,,-0.0016910514664545406
2012-08-09,18.714391708374023,18.744541403741806,18.62605511360966,18.6275621958454,221642400,17.761694107055664,17.712008628845215,,0.005703000750710396
2012-08-10,18.743637084960938,18.74544526167314,18.653191216346027,18.653492310776286,194938800,17.789696464538576,17.717535037994384,,0.0015627211956790177
2012-08-13,18.993877410888672,18.993877410888672,18.790371351467588,18.794593114787776,278832400,17.832754402160646,17.72660255432129,,0.013350681342870985
2012-08-14,19.04482650756836,19.253459203228143,19.000206563426943,19.05025425842361,340169200,17.87484977722168,17.737128314971923,,0.002682395783521363
2012-08-15,19.01889419555664,19.114466706201995,18.926036364779677,19.033064953280075,257342400,17.91730323791504,17.748382377624512,,-0.00136164600929356
